 #
 # Subroutine ELSEPA. Elastic scattering of electrons and positrons
 #                    by neutral atoms and positive ions
 #
 # Projectile: electron
 # Kinetic energy = 3.70000E+06 eV = 1.35973E+05 a.u.
 #
 # Element:  C,  Z =   6,  atomic weight = 1.20107E+01 g/mol
 #
 # Nuclear model: Fermi distribution
 #                Average radius = 2.45042E-13 cm
 #                Skin thickness = 5.46000E-14 cm
 #
 # Number of electrons =  6
 #
 # Electron density: Read from file z_006.den   
 #                   Number of data points =  725
 #                   Volume integral = 6.00000E+00
 #
 # Furness-McCarthy exchange potential
 #
 # Total elastic cross section = 2.45215E-19 cm**2 = 8.75678E-03 a0**2
 # 1st transport cross section = 3.25980E-24 cm**2 = 1.16410E-07 a0**2
 # 2nd transport cross section = 9.34538E-24 cm**2 = 3.33730E-07 a0**2
 #
 #
 # Differential cross section:                       MU=(1-COS(THETA))/2
 #
 #  THETA        MU          DCS          DCS        Sherman      error
 #  (deg)                 (cm**2/sr)   (a0**2/sr)    function
 #----------------------------------------------------------------------
  6.000E+00  2.73905E-03  1.45091E-21  5.18130E-05  0.00000E+00  1.0E-07
  6.100E+00  2.83103E-03  1.35820E-21  4.85022E-05  0.00000E+00  1.0E-07
  6.200E+00  2.92452E-03  1.27278E-21  4.54518E-05  0.00000E+00  1.0E-07
  6.300E+00  3.01952E-03  1.19397E-21  4.26375E-05  0.00000E+00  1.0E-07
  6.400E+00  3.11604E-03  1.12117E-21  4.00378E-05  0.00000E+00  1.0E-07
  6.500E+00  3.21407E-03  1.05384E-21  3.76333E-05  0.00000E+00  1.0E-07
  6.600E+00  3.31362E-03  9.91487E-22  3.54067E-05  0.00000E+00  1.0E-07
  6.700E+00  3.41468E-03  9.33681E-22  3.33424E-05  0.00000E+00  1.0E-07
  6.800E+00  3.51725E-03  8.80028E-22  3.14264E-05  0.00000E+00  1.0E-07
  6.900E+00  3.62133E-03  8.30175E-22  2.96461E-05  0.00000E+00  1.0E-07
  7.000E+00  3.72692E-03  7.83804E-22  2.79902E-05  0.00000E+00  1.0E-07
  7.100E+00  3.83403E-03  7.40627E-22  2.64483E-05  0.00000E+00  1.0E-07
  7.200E+00  3.94265E-03  7.00384E-22  2.50112E-05  0.00000E+00  1.0E-07
  7.300E+00  4.05278E-03  6.62838E-22  2.36704E-05  0.00000E+00  1.0E-07
  7.400E+00  4.16442E-03  6.27775E-22  2.24182E-05  0.00000E+00  1.0E-07
  7.500E+00  4.27757E-03  5.95001E-22  2.12479E-05  0.00000E+00  1.0E-07
  7.600E+00  4.39223E-03  5.64339E-22  2.01529E-05  0.00000E+00  1.0E-07
  7.700E+00  4.50840E-03  5.35627E-22  1.91276E-05  0.00000E+00  1.0E-07
  7.800E+00  4.62608E-03  5.08719E-22  1.81667E-05  0.00000E+00  1.0E-07
  7.900E+00  4.74527E-03  4.83480E-22  1.72654E-05  0.00000E+00  1.0E-07
  8.000E+00  4.86597E-03  4.59788E-22  1.64193E-05  0.00000E+00  1.0E-07
